"Gene","Length","RPF","mRNA","uATG","Chromosome","Size"
"YNL115C",644,28.84,33.09,FALSE,"Chr-3",0.75
"YNL116W",522,30.43,33.56,FALSE,"Chr-4",0.55
"YNL118C",970,58.87,86.2,TRUE,"Chr-9",0.77
"YNL119W",493,19.73,37.73,FALSE,"Chr-6",0.51
"YNL121C",617,233.86,244.48,TRUE,"Chr-6",0.58
"YNL122C",115,91.5,44.08,FALSE,"Chr-16",0.69
"YNL123W",997,75.99,100.9,TRUE,"Chr-10",0.71
"YNL124W",492,26.84,26.41,FALSE,"Chr-10",0.53
"YNL125C",673,8.09,23.47,FALSE,"Chr-14",0.59
"YNL126W",846,10.16,29.84,FALSE,"Chr-14",0.58
"YNL127W",953,11.84,31.71,FALSE,"Chr-11",0.52
"YNL129W",240,47.3,51.27,FALSE,"Chr-8",0.6
"YNL130C",393,105.63,153.78,TRUE,"Chr-12",0.8
"YNL131W",152,583.84,371.06,TRUE,"Chr-12",0.67
"YNL132W",1056,105.01,144.71,FALSE,"Chr-11",0.79
"YNL133C",173,24.01,21.34,FALSE,"Chr-8",0.55
"YNL134C",376,154.1,100.39,FALSE,"Chr-16",0.55
"YNL135C",114,2023.8,1213.98,TRUE,"Chr-5",0.74
"YNL136W",425,16.91,19.45,TRUE,"Chr-4",0.58
"YNL137C",486,52.67,64.1,FALSE,"Chr-12",0.59
"YNL138W",526,299.66,259.74,TRUE,"Chr-14",0.69
"YNL138WA",85,81.1,44,FALSE,"Chr-13",0.76
"YNL139C",1597,27.19,62.56,TRUE,"Chr-12",0.69
"YNL141W",347,102.81,98.29,FALSE,"Chr-6",0.65
"YNL142W",499,2.36,10.06,FALSE,"Chr-10",0.62
"YNL144C",740,1.81,5.99,FALSE,"Chr-7",0.76
"YNL145W",38,1781.4,643.68,FALSE,"Chr-12",0.62
"YNL147W",115,272.8,150.21,FALSE,"Chr-11",0.64
"YNL148C",254,19.79,22.28,TRUE,"Chr-1",0.79
"YNL149C",129,355.04,313.22,TRUE,"Chr-12",0.7
"YNL151C",251,95.82,71.76,FALSE,"Chr-12",0.73
"YNL152W",409,21.92,32.25,TRUE,"Chr-4",0.63
"YNL153C",129,191.11,147.26,TRUE,"Chr-7",0.7
"YNL154C",546,135.76,155.13,FALSE,"Chr-3",0.72
"YNL155W",274,94.4,105.08,FALSE,"Chr-11",0.57
"YNL156C",299,46.24,64.19,FALSE,"Chr-3",0.79
"YNL158W",198,39.46,41.76,TRUE,"Chr-16",0.75
"YNL159C",289,33.36,41.38,TRUE,"Chr-6",0.69
"YNL160W",354,167.25,88.7,TRUE,"Chr-8",0.77
"YNL161W",756,41.08,57.74,FALSE,"Chr-16",0.65
"YNL162WA",72,43.82,36.91,FALSE,"Chr-16",0.64
"YNL163C",1110,40.57,57.51,FALSE,"Chr-5",0.57
"YNL164C",351,25.9,27.34,FALSE,"Chr-10",0.78
"YNL165W",406,12.06,21.33,FALSE,"Chr-11",0.58
"YNL166C",448,74.23,56.36,TRUE,"Chr-6",0.51
"YNL167C",647,16.17,27.92,TRUE,"Chr-15",0.6
"YNL168C",259,100.84,101.85,TRUE,"Chr-1",0.61
"YNL169C",500,34.84,62.01,TRUE,"Chr-14",0.58
"YNL172W",1748,5.3,21.51,FALSE,"Chr-5",0.59
"YNL173C",366,61.21,55.8,FALSE,"Chr-4",0.5
"YNL175C",403,193.01,154.61,TRUE,"Chr-3",0.56
"YNL176C",636,16.21,32.35,TRUE,"Chr-16",0.78
"YNL177C",309,78.42,73.74,TRUE,"Chr-3",0.61
"YNL178W",240,7794.45,6089.15,TRUE,"Chr-9",0.7
"YNL180C",331,50.34,80.74,FALSE,"Chr-8",0.69
"YNL181W",407,59.7,58.04,TRUE,"Chr-12",0.75
"YNL182C",555,48.34,69.17,TRUE,"Chr-9",0.8
"YNL183C",790,21.3,32.21,FALSE,"Chr-16",0.52
"YNL185C",158,90.21,86.59,TRUE,"Chr-13",0.52
"YNL186W",792,37.74,77.86,FALSE,"Chr-9",0.5
"YNL188W",433,10.03,32.28,FALSE,"Chr-11",0.64
"YNL189W",542,315.36,258.79,TRUE,"Chr-4",0.5
"YNL191W",357,34.14,45.63,TRUE,"Chr-14",0.6
"YNL192W",1131,48.35,86.59,TRUE,"Chr-1",0.76
"YNL193W",558,19.95,36.16,FALSE,"Chr-1",0.68
"YNL197C",661,46.66,53.98,FALSE,"Chr-15",0.57
"YNL199C",534,32.43,50.41,TRUE,"Chr-5",0.52
"YNL200C",246,27,23.81,TRUE,"Chr-1",0.61
"YNL201C",858,28.51,55.98,FALSE,"Chr-8",0.78
"YNL202W",292,7.74,7.42,TRUE,"Chr-12",0.59
"YNL206C",455,28.28,57.87,TRUE,"Chr-10",0.5
"YNL207W",425,84.73,71.33,TRUE,"Chr-10",0.71
"YNL208W",199,816.79,488.2,TRUE,"Chr-1",0.51
"YNL211C",86,13.49,28.61,TRUE,"Chr-7",0.54
"YNL212W",782,57.26,70.8,FALSE,"Chr-13",0.58
"YNL213C",214,13.41,38.41,TRUE,"Chr-1",0.77
"YNL214W",199,21.94,24.48,FALSE,"Chr-5",0.71
"YNL215W",320,62.5,25.07,FALSE,"Chr-4",0.71
"YNL216W",827,91.78,84.74,FALSE,"Chr-5",0.66
"YNL217W",326,64.41,121.53,TRUE,"Chr-12",0.8
"YNL218W",587,13.16,22.72,TRUE,"Chr-12",0.62
"YNL219C",555,51.95,95.24,TRUE,"Chr-14",0.77
"YNL220W",433,394.68,327.34,TRUE,"Chr-13",0.54
"YNL221C",875,24.86,61.31,TRUE,"Chr-8",0.77
"YNL222W",206,53.03,43.48,TRUE,"Chr-2",0.75
"YNL223W",494,7.37,13.45,TRUE,"Chr-11",0.74
"YNL224C",767,30.1,36.06,TRUE,"Chr-5",0.6
"YNL225C",581,15.43,26.6,FALSE,"Chr-12",0.5
"YNL227C",590,20.23,30.95,FALSE,"Chr-5",0.74
"YNL229C",354,83.66,60.75,FALSE,"Chr-7",0.76
"YNL230C",379,6.34,17.79,FALSE,"Chr-1",0.62
"YNL231C",351,234.06,175.13,FALSE,"Chr-5",0.72
"YNL232W",292,84.85,80.23,FALSE,"Chr-7",0.65
"YNL233W",892,23.4,33.55,FALSE,"Chr-16",0.69
"YNL234W",426,4.78,11.9,TRUE,"Chr-7",0.57
"YNL236W",974,18.03,45.68,TRUE,"Chr-5",0.8
"YNL237W",459,6.75,7.61,FALSE,"Chr-4",0.58
"YNL238W",814,33.96,67.29,FALSE,"Chr-2",0.58
"YNL239W",454,115.27,130.95,TRUE,"Chr-4",0.72
"YNL240C",491,22.93,40.8,TRUE,"Chr-5",0.79
"YNL241C",505,278.63,319.17,TRUE,"Chr-8",0.64
"YNL242W",1592,8.15,18.21,FALSE,"Chr-15",0.58
"YNL243W",968,110.02,150.09,FALSE,"Chr-11",0.76
"YNL244C",108,1168.21,869.92,TRUE,"Chr-11",0.55
"YNL245C",179,27.91,26.39,TRUE,"Chr-8",0.71
"YNL246W",264,65.67,66.93,TRUE,"Chr-13",0.67
"YNL247W",767,205.18,231.25,FALSE,"Chr-14",0.69
"YNL248C",415,167.44,152.27,FALSE,"Chr-15",0.59
"YNL249C",542,6.26,13.17,TRUE,"Chr-9",0.54
"YNL250W",1312,8.59,25.58,FALSE,"Chr-1",0.73
"YNL251C",575,84.79,79.51,TRUE,"Chr-2",0.51
"YNL252C",281,55.24,53.94,TRUE,"Chr-13",0.7
"YNL253W",422,23.05,29.16,TRUE,"Chr-9",0.69
"YNL254C",401,9.65,20.99,FALSE,"Chr-5",0.62
"YNL255C",153,996.04,558.09,FALSE,"Chr-8",0.56
"YNL256W",824,29.31,56.44,FALSE,"Chr-5",0.59
"YNL257C",1229,9.29,41.41,TRUE,"Chr-10",0.69
"YNL258C",754,26.29,49.22,TRUE,"Chr-9",0.69
"YNL259C",73,221.53,170.57,TRUE,"Chr-1",0.57
"YNL260C",198,49.87,38.03,FALSE,"Chr-2",0.65
"YNL261W",479,17.41,38.22,FALSE,"Chr-5",0.71
"YNL262W",2222,21.68,55.51,TRUE,"Chr-2",0.63
"YNL263C",314,136.08,112.85,FALSE,"Chr-1",0.63
"YNL264C",350,51.59,62.01,FALSE,"Chr-9",0.67
"YNL265C",298,57.09,42.61,TRUE,"Chr-6",0.71
"YNL267W",1066,22.52,50.88,TRUE,"Chr-8",0.73
"YNL268W",611,138.5,135.08,FALSE,"Chr-7",0.65
"YNL271C",1953,16.75,71.37,FALSE,"Chr-11",0.77
"YNL272C",759,22.82,65.04,TRUE,"Chr-16",0.68
"YNL273W",1238,11.19,29.1,TRUE,"Chr-14",0.65
"YNL274C",350,35.71,28.4,FALSE,"Chr-13",0.57
"YNL275W",576,9.66,23.75,TRUE,"Chr-6",0.57
"YNL277W",486,21.38,23.59,TRUE,"Chr-10",0.5
"YNL278W",1060,14.43,25.26,FALSE,"Chr-12",0.8
"YNL279W",661,2.21,4.69,FALSE,"Chr-14",0.56
"YNL280C",438,104.58,145.29,TRUE,"Chr-6",0.76
"YNL281W",153,391.12,386.97,FALSE,"Chr-2",0.52
"YNL282W",195,23.76,29.02,TRUE,"Chr-13",0.71
"YNL283C",503,22.98,64.87,TRUE,"Chr-9",0.7
"YNL284C",322,65.35,73.67,FALSE,"Chr-5",0.7
"YNL286W",285,20.6,30.05,TRUE,"Chr-7",0.56
"YNL287W",935,183.51,261.76,TRUE,"Chr-6",0.67
"YNL288W",373,44.09,50.01,TRUE,"Chr-10",0.62
"YNL289W",279,59.8,61.21,TRUE,"Chr-16",0.79
"YNL290W",340,71.65,77.01,TRUE,"Chr-3",0.74
"YNL291C",548,20.36,50.47,FALSE,"Chr-3",0.69
"YNL292W",403,68.02,54.71,TRUE,"Chr-6",0.62
"YNL293W",633,12.61,20.6,TRUE,"Chr-5",0.78
"YNL294C",533,6.8,33.61,FALSE,"Chr-7",0.6
"YNL295W",524,11.99,25.27,FALSE,"Chr-16",0.62
"YNL297C",1636,22.24,60.11,TRUE,"Chr-3",0.78
"YNL298W",842,20.91,37.17,TRUE,"Chr-5",0.65
"YNL299W",642,16,25.99,FALSE,"Chr-4",0.53
"YNL300W",102,323.51,121.59,TRUE,"Chr-16",0.51
"YNL304W",417,16.1,23.13,FALSE,"Chr-7",0.75
"YNL305C",297,56.59,47.39,TRUE,"Chr-4",0.64
"YNL306W",217,133.97,146.51,FALSE,"Chr-3",0.69
"YNL307C",375,148.9,174.29,TRUE,"Chr-6",0.59
"YNL308C",591,125.62,93.77,TRUE,"Chr-14",0.51
"YNL309W",420,22.06,22.85,TRUE,"Chr-10",0.68
"YNL310C",174,82.29,64.49,TRUE,"Chr-16",0.75
"YNL311C",763,8.42,18.77,FALSE,"Chr-9",0.73
"YNL312W",273,144.27,96.09,TRUE,"Chr-16",0.53
"YNL313C",904,50.46,79.1,TRUE,"Chr-16",0.73
"YNL314W",255,9.12,21.42,FALSE,"Chr-9",0.6
"YNL315C",318,53.58,65.62,TRUE,"Chr-7",0.71
"YNL316C",334,25.68,26.38,FALSE,"Chr-13",0.73
"YNL317W",465,21.78,30.38,TRUE,"Chr-7",0.54
"YNL320W",284,37.35,41.24,TRUE,"Chr-12",0.73
"YNL321W",908,23.17,47.1,TRUE,"Chr-14",0.77
"YNL322C",313,201.43,202.84,TRUE,"Chr-3",0.61
"YNL323W",414,83.52,91.89,TRUE,"Chr-1",0.51
"YNL325C",879,8.6,18.31,TRUE,"Chr-4",0.6
"YNL326C",336,15.29,31.93,TRUE,"Chr-2",0.57
"YNL327W",1041,223.14,249.48,FALSE,"Chr-6",0.5
"YNL328C",146,11.85,21.57,FALSE,"Chr-15",0.53
"YNL329C",1030,7.65,36.08,FALSE,"Chr-16",0.57
"YNL330C",433,59.69,80.59,TRUE,"Chr-12",0.54
"YNR001C",479,156.28,165.42,TRUE,"Chr-7",0.62
"YNR003C",317,74.13,66.76,TRUE,"Chr-11",0.54
"YNR004W",146,9.41,14.16,FALSE,"Chr-14",0.59
"YNR006W",622,34.05,34.42,TRUE,"Chr-16",0.74
"YNR007C",310,19.94,13.49,FALSE,"Chr-9",0.58
"YNR008W",661,50.25,45.42,TRUE,"Chr-8",0.66
"YNR009W",249,49.31,35.58,TRUE,"Chr-13",0.66
"YNR010W",149,37.79,29.07,TRUE,"Chr-3",0.53
"YNR011C",876,16.52,31.69,TRUE,"Chr-14",0.78
"YNR012W",501,30.84,41.16,TRUE,"Chr-5",0.73
"YNR013C",894,49.17,71.79,FALSE,"Chr-3",0.53
"YNR014W",212,12.99,6.96,TRUE,"Chr-11",0.66
"YNR015W",384,38.89,54.21,FALSE,"Chr-11",0.55
"YNR016C",2233,406.36,670.3,TRUE,"Chr-13",0.5
"YNR017W",222,182.11,177.13,TRUE,"Chr-16",0.73
"YNR018W",224,209.01,173.79,TRUE,"Chr-12",0.67
"YNR019W",642,66.4,63.55,TRUE,"Chr-6",0.75
"YNR020C",270,26.44,19.32,FALSE,"Chr-15",0.5
"YNR021W",404,218.7,256.67,TRUE,"Chr-16",0.76
"YNR022C",139,93.6,94.18,TRUE,"Chr-4",0.54
"YNR023W",566,18.93,23.13,TRUE,"Chr-8",0.75
"YNR024W",186,39.92,31.75,TRUE,"Chr-16",0.67
"YNR026C",471,56.39,50.89,TRUE,"Chr-1",0.66
"YNR027W",317,20.56,32.6,TRUE,"Chr-9",0.55
"YNR028W",308,52.61,62.64,FALSE,"Chr-9",0.79
"YNR029C",429,33.81,36.94,FALSE,"Chr-2",0.77
"YNR030W",551,57.34,84.23,FALSE,"Chr-12",0.63
"YNR031C",1579,11.26,46.72,FALSE,"Chr-2",0.54
"YNR032CA",73,114.76,105.17,FALSE,"Chr-5",0.8
"YNR032W",368,20.78,38.25,FALSE,"Chr-12",0.59
"YNR033W",787,30.01,55.09,TRUE,"Chr-13",0.77
"YNR034W",321,42.69,25.91,TRUE,"Chr-8",0.59
"YNR034WA",98,16.99,8.54,FALSE,"Chr-6",0.57
"YNR035C",342,232.68,202.9,TRUE,"Chr-6",0.58
"YNR036C",153,216.01,217.77,TRUE,"Chr-16",0.75
"YNR037C",91,132.5,130.88,FALSE,"Chr-16",0.78
"YNR038W",629,44.96,69.09,TRUE,"Chr-1",0.59
"YNR039C",605,15.87,29.04,FALSE,"Chr-5",0.73
"YNR040W",256,28.02,33.45,FALSE,"Chr-14",0.59
"YNR041C",372,34.59,39.16,TRUE,"Chr-10",0.72
"YNR043W",396,291.46,235.51,TRUE,"Chr-10",0.56
"YNR044W",725,41.14,31.7,FALSE,"Chr-2",0.71
"YNR045W",489,8.19,17.61,FALSE,"Chr-10",0.55
"YNR046W",135,242.27,135.25,FALSE,"Chr-6",0.75
"YNR047W",893,21.87,55.28,TRUE,"Chr-5",0.67
"YNR048W",393,13.12,18.53,TRUE,"Chr-15",0.73
"YNR049C",210,41.62,36.09,TRUE,"Chr-4",0.76
"YNR050C",446,175.54,152.39,TRUE,"Chr-10",0.8
"YNR051C",515,61.62,120.51,FALSE,"Chr-7",0.62
"YNR052C",433,61.83,62.51,TRUE,"Chr-3",0.73
"YNR053C",486,135.06,156.46,TRUE,"Chr-14",0.6
"YNR054C",316,84.62,51.4,FALSE,"Chr-4",0.62
"YNR055C",586,26.05,60.55,TRUE,"Chr-15",0.56
"YNR057C",237,4.26,10.8,FALSE,"Chr-4",0.55
"YNR059W",580,2.48,14,FALSE,"Chr-1",0.53
"YNR060W",719,3.54,5.48,FALSE,"Chr-12",0.64
"YNR061C",219,101.98,103.82,TRUE,"Chr-11",0.59
"YNR063W",607,6.38,12.08,TRUE,"Chr-2",0.77
"YNR066C",436,3.14,12.19,FALSE,"Chr-13",0.71
"YNR067C",1117,145.93,190.82,FALSE,"Chr-1",0.79
"YNR074C",378,28.85,43.1,FALSE,"Chr-11",0.72
"YNR075W",374,7.78,20.66,FALSE,"Chr-11",0.77
"YOL001W",293,5.77,23.18,FALSE,"Chr-10",0.69
"YOL002C",317,54.76,66.6,TRUE,"Chr-15",0.75
"YOL003C",378,21.05,35.67,TRUE,"Chr-7",0.75
"YOL004W",1536,69.46,133.77,FALSE,"Chr-14",0.69
"YOL005C",120,278.06,136.98,TRUE,"Chr-4",0.73
"YOL006C",769,55.51,70.65,TRUE,"Chr-14",0.56
"YOL007C",341,60.91,57.87,FALSE,"Chr-5",0.66
"YOL008W",207,35.37,35.9,FALSE,"Chr-10",0.72
"YOL009C",271,8.7,13.26,FALSE,"Chr-5",0.62
"YOL010W",367,70.35,64.1,TRUE,"Chr-2",0.77
"YOL011W",686,7.37,39.39,TRUE,"Chr-4",0.68
"YOL012C",134,301.95,222.2,TRUE,"Chr-2",0.76
"YOL013C",551,17.11,36.44,FALSE,"Chr-16",0.57
"YOL016C",447,44.24,47.01,TRUE,"Chr-6",0.66
"YOL017W",714,12.39,17.51,FALSE,"Chr-15",0.5
"YOL018C",397,36.1,30.99,FALSE,"Chr-12",0.68
"YOL019W",551,37.28,51.45,FALSE,"Chr-13",0.78
"YOL020W",592,40.25,94.69,FALSE,"Chr-9",0.51
"YOL021C",1001,68.9,91.35,TRUE,"Chr-7",0.71
"YOL022C",408,82.72,84.56,FALSE,"Chr-9",0.73
"YOL023W",676,6.3,17.55,TRUE,"Chr-15",0.58
"YOL025W",660,9.82,19.16,FALSE,"Chr-9",0.66
"YOL026C",113,132.39,118.46,TRUE,"Chr-5",0.68
"YOL027C",573,94,113.2,TRUE,"Chr-14",0.71
"YOL028C",245,34.33,45.6,TRUE,"Chr-13",0.77
"YOL030W",484,238.23,199.2,TRUE,"Chr-4",0.7
"YOL031C",421,37.77,47.81,TRUE,"Chr-6",0.76
"YOL032W",246,41.96,25.41,FALSE,"Chr-6",0.79
"YOL033W",536,9.22,21.21,FALSE,"Chr-8",0.67
"YOL034W",1093,8.07,23.55,FALSE,"Chr-13",0.74
"YOL036W",761,18.01,56.52,TRUE,"Chr-15",0.65
"YOL038W",254,313.9,231.74,TRUE,"Chr-13",0.75
"YOL039W",106,5742.04,4069.54,TRUE,"Chr-9",0.64
"YOL040C",142,7908.97,5054.96,TRUE,"Chr-8",0.65
"YOL041C",459,159.08,126.95,TRUE,"Chr-15",0.73
"YOL042W",363,19.28,32.67,TRUE,"Chr-7",0.74
"YOL043C",380,4.06,15.02,TRUE,"Chr-12",0.66
"YOL044W",383,12.45,16.58,FALSE,"Chr-11",0.71
"YOL045W",1101,17.97,42.24,FALSE,"Chr-9",0.68
"YOL048C",342,10.27,26.33,TRUE,"Chr-8",0.63
"YOL049W",491,85.23,154.06,FALSE,"Chr-6",0.74
"YOL052C",396,81,73.95,TRUE,"Chr-4",0.59
"YOL052CA",61,55.76,24.2,FALSE,"Chr-15",0.56
"YOL053W",395,14.66,21.68,FALSE,"Chr-3",0.67
"YOL054W",406,20.41,15.88,FALSE,"Chr-5",0.63
"YOL055C",551,12.29,17.15,TRUE,"Chr-4",0.78
"YOL056W",303,45.76,39.63,FALSE,"Chr-3",0.5
"YOL057W",711,67.67,84.86,TRUE,"Chr-11",0.77
"YOL058W",420,40.77,29.41,FALSE,"Chr-16",0.72
"YOL059W",440,202.01,185.9,FALSE,"Chr-7",0.53
"YOL060C",706,32.22,50.89,FALSE,"Chr-2",0.73
"YOL061W",496,150.44,162.63,TRUE,"Chr-9",0.54
"YOL062C",491,24.07,68.56,TRUE,"Chr-11",0.78
"YOL063C",957,7.97,31.16,FALSE,"Chr-16",0.62
"YOL064C",357,107.59,88.37,TRUE,"Chr-2",0.56
"YOL065C",384,20.79,23.71,TRUE,"Chr-7",0.78
"YOL066C",591,20.34,32.06,FALSE,"Chr-15",0.8
"YOL067C",177,52.16,56.72,TRUE,"Chr-6",0.68
"YOL069W",451,17.51,38.85,FALSE,"Chr-13",0.71
"YOL070C",501,74.52,65.72,FALSE,"Chr-12",0.78
"YOL071W",162,51.83,28.86,FALSE,"Chr-12",0.72
"YOL072W",455,9.77,17.52,TRUE,"Chr-4",0.71
"YOL073C",322,20.26,33.17,FALSE,"Chr-2",0.78
"YOL075C",1294,7.11,23.31,FALSE,"Chr-11",0.54
"YOL076W",796,51.13,81.98,TRUE,"Chr-14",0.56
"YOL077C",291,225.5,218.68,FALSE,"Chr-12",0.6
"YOL077WA",68,329.38,154.16,FALSE,"Chr-13",0.54
"YOL078W",1176,6.45,16.99,FALSE,"Chr-5",0.58
"YOL080C",289,43.36,46.32,FALSE,"Chr-4",0.63
"YOL081W",3079,9.77,69.58,FALSE,"Chr-5",0.59
"YOL082W",415,20.84,45.78,FALSE,"Chr-2",0.56
"YOL083W",412,5.22,9.08,FALSE,"Chr-4",0.54
"YOL086C",348,16251.15,11282.73,TRUE,"Chr-5",0.64
"YOL086WA",90,51.47,65.07,FALSE,"Chr-1",0.65
"YOL087C",1116,14.58,37.13,FALSE,"Chr-1",0.71
"YOL088C",277,80.06,90.61,TRUE,"Chr-16",0.56
"YOL089C",1030,11.94,25.56,FALSE,"Chr-16",0.57
"YOL090W",964,53.1,83.83,TRUE,"Chr-15",0.59
"YOL092W",308,123.33,111.85,TRUE,"Chr-2",0.7
"YOL093W",293,61.1,35.61,TRUE,"Chr-6",0.65
"YOL094C",323,61.5,47.69,TRUE,"Chr-15",0.59
"YOL095C",706,5.99,17.15,TRUE,"Chr-13",0.8
"YOL096C",312,30.17,26.82,FALSE,"Chr-3",0.72
"YOL097C",432,284.54,250.52,TRUE,"Chr-12",0.73
"YOL098C",1037,71.45,122.92,TRUE,"Chr-2",0.73
"YOL100W",1081,8.8,26.77,FALSE,"Chr-8",0.51
"YOL101C",312,24.59,22.24,FALSE,"Chr-13",0.68
"YOL102C",230,52.34,52,TRUE,"Chr-3",0.63
"YOL103W",609,20.06,94.47,FALSE,"Chr-6",0.58
"YOL105C",556,2.62,12.22,FALSE,"Chr-16",0.8
"YOL107W",342,28.64,28.64,FALSE,"Chr-12",0.74
"YOL108C",151,32.7,20.53,TRUE,"Chr-13",0.55
"YOL109W",113,6300,3021.29,FALSE,"Chr-3",0.57
"YOL110W",237,10.06,21.39,TRUE,"Chr-16",0.78
"YOL111C",212,143.4,83.57,TRUE,"Chr-13",0.54
"YOL112W",492,8.31,21.61,TRUE,"Chr-13",0.66
"YOL113W",655,3.14,31.26,TRUE,"Chr-1",0.71
"YOL114C",202,6.77,13.64,FALSE,"Chr-15",0.74
"YOL115W",584,28.94,53.43,TRUE,"Chr-3",0.77
"YOL116W",382,22.12,35.3,FALSE,"Chr-13",0.66
"YOL117W",645,8.32,17.02,FALSE,"Chr-2",0.6
"YOL119C",501,34.26,36.05,FALSE,"Chr-16",0.63
"YOL122C",575,32.61,45.88,FALSE,"Chr-12",0.73
"YOL123W",534,245.19,215.11,FALSE,"Chr-1",0.71
"YOL124C",433,66.8,70.13,TRUE,"Chr-5",0.79
"YOL125W",476,17.64,35.36,FALSE,"Chr-9",0.74
"YOL126C",377,81.56,81.2,FALSE,"Chr-7",0.72
"YOL127W",142,9280.85,7019.06,TRUE,"Chr-7",0.61
"YOL128C",375,8.98,19.29,FALSE,"Chr-4",0.7
"YOL129W",184,192.12,178.94,FALSE,"Chr-13",0.53
"YOL130W",859,27.46,69.84,TRUE,"Chr-2",0.65
"YOL133W",121,156.03,113.89,TRUE,"Chr-3",0.67
"YOL135C",222,29.04,26.6,TRUE,"Chr-7",0.74
"YOL136C",397,26.31,56.16,FALSE,"Chr-16",0.66
"YOL137W",497,26.84,29.51,TRUE,"Chr-1",0.56
"YOL138C",1341,6.77,23.12,FALSE,"Chr-2",0.6
"YOL139C",213,933.65,767.11,FALSE,"Chr-13",0.61
"YOL140W",423,10.58,36.42,FALSE,"Chr-13",0.73
"YOL141W",695,16.06,20.89,TRUE,"Chr-15",0.53
"YOL142W",240,94.08,87.15,TRUE,"Chr-11",0.64
"YOL143C",169,608.73,371.59,FALSE,"Chr-8",0.78
"YOL144W",484,37.98,27.35,TRUE,"Chr-10",0.55
"YOL145C",1077,60.68,88.97,TRUE,"Chr-15",0.56
"YOL146W",194,35,34.25,FALSE,"Chr-7",0.65
"YOL147C",236,57.65,50.47,TRUE,"Chr-1",0.67
"YOL148C",604,21.1,40.42,FALSE,"Chr-5",0.65
"YOL149W",231,68.3,64.77,TRUE,"Chr-6",0.77
"YOL151W",342,124.16,101.31,TRUE,"Chr-1",0.65
"YOL152W",620,23.16,35.64,FALSE,"Chr-9",0.53
"YOL158C",606,97.74,174.36,TRUE,"Chr-1",0.79
"YOL159C",171,26.45,32.52,FALSE,"Chr-11",0.55
"YOL159CA",90,24.12,29.53,FALSE,"Chr-15",0.76
"YOL164W",646,1.77,13.48,FALSE,"Chr-13",0.62
"YOR001W",733,45.72,78.82,FALSE,"Chr-2",0.79
"YOR002W",544,39.95,93.64,FALSE,"Chr-15",0.79
"YOR003W",478,4.62,8.13,FALSE,"Chr-1",0.53
"YOR004W",254,95.43,80.02,TRUE,"Chr-15",0.67
"YOR005C",944,4.37,10.27,FALSE,"Chr-6",0.59
"YOR006C",313,54.85,40.25,TRUE,"Chr-4",0.68
"YOR007C",346,616.11,708.93,TRUE,"Chr-9",0.78
"YOR008C",378,77.1,82.03,FALSE,"Chr-10",0.68
"YOR011W",1394,3.42,22.35,TRUE,"Chr-11",0.8
"YOR012W",137,13.24,14.01,FALSE,"Chr-8",0.59
"YOR014W",757,63.3,109.09,TRUE,"Chr-9",0.62
"YOR016C",207,81.35,75.61,FALSE,"Chr-7",0.76
"YOR017W",800,9.34,28.18,TRUE,"Chr-4",0.77
"YOR018W",837,15.79,25.05,FALSE,"Chr-15",0.51
"YOR020C",106,1516.22,1016.34,TRUE,"Chr-9",0.8
"YOR020WA",90,80.05,58.51,TRUE,"Chr-3",0.54
"YOR021C",213,294.48,186.93,FALSE,"Chr-11",0.79
"YOR022C",715,9.19,15.83,FALSE,"Chr-3",0.56
"YOR023C",566,27.34,33.22,TRUE,"Chr-11",0.65
"YOR025W",447,34.56,68.37,FALSE,"Chr-5",0.64
"YOR026W",341,11.97,32.33,FALSE,"Chr-2",0.79
"YOR027W",589,913.02,574.37,TRUE,"Chr-2",0.57
"YOR028C",295,15.07,15.52,FALSE,"Chr-14",0.76
"YOR030W",619,4.72,22.82,FALSE,"Chr-7",0.61
"YOR033C",702,8.54,34.63,TRUE,"Chr-3",0.7
"YOR034C",749,12.62,39.56,FALSE,"Chr-6",0.71
"YOR035C",789,20.18,36.62,FALSE,"Chr-5",0.57
"YOR036W",288,30.89,24.09,FALSE,"Chr-6",0.74
"YOR037W",366,16.71,22.32,FALSE,"Chr-2",0.63
"YOR038C",875,16.87,27.9,FALSE,"Chr-12",0.61
"YOR039W",258,115.87,123.99,FALSE,"Chr-11",0.79
"YOR040W",285,16.57,20.72,FALSE,"Chr-15",0.51
"YOR042W",411,99.82,113.52,TRUE,"Chr-3",0.6
"YOR043W",486,37.03,77.37,TRUE,"Chr-14",0.53
"YOR044W",157,14.11,19.44,TRUE,"Chr-4",0.56
"YOR045W",61,427.19,229.13,TRUE,"Chr-11",0.6
"YOR046C",482,252.32,239.75,TRUE,"Chr-16",0.57
"YOR047C",444,19.92,37.24,FALSE,"Chr-12",0.6
"YOR048C",1006,49.39,98.19,FALSE,"Chr-8",0.79
"YOR049C",354,10.93,14.32,FALSE,"Chr-1",0.55
"YOR051C",412,122.58,131.28,TRUE,"Chr-15",0.63
"YOR052C",150,211.13,116.15,TRUE,"Chr-12",0.63
"YOR054C",674,13.51,18.04,TRUE,"Chr-4",0.71
"YOR056C",459,70,75.7,FALSE,"Chr-12",0.75
"YOR057W",395,40.71,56.94,FALSE,"Chr-5",0.56
"YOR058C",885,16.14,38.37,FALSE,"Chr-16",0.6
"YOR060C",257,7.66,30.64,FALSE,"Chr-8",0.6
"YOR061W",339,105.58,107.29,FALSE,"Chr-1",0.65
"YOR062C",268,7.64,13.41,FALSE,"Chr-1",0.71
